sale_date,sale_price,house_square_feet,attic_finished_square_feet,basement_square_feet,attached_garage_square_feet,detached_garage_square_feet,fireplaces,hvac_description,exterior,interior,stories,roof_cover,year_built,bedrooms,bathrooms,waterfront_type,view_quality,utility_sewer
2020-12-08,227000,934,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1940,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-07,310000,768,0,0,275,0,1,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1950,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-07,326500,864,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1926,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-08,275000,1430,264,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1895,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-04,150000,1184,0,1184,0,0,0,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1937,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-09,230000,988,0,0,484,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1972,3,1,,,SEWER/SEPTIC INSTALLED
2020-11-16,375000,785,0,0,0,0,1,Electric Baseboard,Frame Siding,Paneling,1,Composition Shingle,1960,2,1,WF Salt,,SEWER/SEPTIC INSTALLED
2020-11-20,595705,1831,0,0,497,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2020,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,365000,884,0,884,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1969,4,2,,,SEWER/SEPTIC INSTALLED
2020-11-18,387500,1070,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Preformed Metal,1974,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-09,615000,1871,0,0,667,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2021,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-09,440000,1872,0,936,0,624,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1940,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-09,385000,1722,0,0,460,0,1,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1990,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-09,363850,1020,432,0,0,0,0,Electric Baseboard,Frame Vinyl,Drywall,1,Composition Shingle,1928,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-07,550000,3008,0,0,800,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2005,4,3,,,SEWER/SEPTIC INSTALLED
2020-11-18,820000,3178,0,0,433,0,3,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1999,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-09,385000,1651,0,0,374,0,2,Warm and Cool Air Zone,Frame Vinyl,Drywall,1,Composition Shingle,1955,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,387500,1996,0,0,440,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1970,3,2,,,SEWER/SEPTIC INSTALLED
2020-10-02,740000,3814,0,0,747,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1990,4,3,,View Lim -,SEWER/SEPTIC INSTALLED
2020-12-03,600000,2944,0,0,682,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2008,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-02,400000,1364,0,0,484,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1956,3,2,,,SEWER/SEPTIC INSTALLED
2020-11-24,327000,1432,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1954,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-09,400000,1064,448,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1920,3,1,,View Avg +,SEWER/SEPTIC INSTALLED
2020-11-19,525000,2600,0,0,784,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,1998,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-10,405000,1680,0,0,275,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2018,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-07,447500,1364,0,0,426,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2000,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-01,799000,2670,0,1811,0,0,0,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2018,3,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-12-04,875000,1712,0,0,546,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1973,3,2,,View Good +,SEWER/SEPTIC INSTALLED
2020-12-02,445000,1830,0,0,572,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1975,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,250000,980,0,0,0,720,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1938,2,1,,,SEWER/SEPTIC INSTALLED
2020-11-28,347000,684,264,0,0,0,1,Floor/Wall Furnace,Frame Siding,Drywall,1,Composition Shingle,1900,1,1,,,SEWER/SEPTIC INSTALLED
2020-12-08,350000,1498,0,0,550,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1976,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-01,812500,2557,0,0,742,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2018,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,325999,780,0,0,0,532,0,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1948,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-01,359000,864,432,864,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Formed Seam Metal,2006,1,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,780000,1056,0,1056,0,624,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1980,3,3,,View Avg,SEWER/SEPTIC INSTALLED
2020-12-11,205000,825,0,0,375,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1940,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-09,390000,1302,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1904,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-09,165524,1531,0,0,390,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2002,4,3,WF Stream/Creek,,SEWER/SEPTIC INSTALLED
2020-12-03,431600,1454,0,0,488,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2001,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-04,485000,3260,0,0,631,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-02,325000,1152,0,0,550,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1969,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-10,356000,1584,0,572,0,320,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1950,4,2,,,SEWER/SEPTIC INSTALLED
2020-12-02,446000,1706,0,0,420,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2003,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-07,535000,1878,0,0,765,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,1999,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-08,360000,1152,0,0,420,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2002,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,280000,672,0,0,0,0,1,Electric Baseboard,Frame Vinyl,Drywall,1,Composition Shingle,1928,1,1,,,SEWER/SEPTIC INSTALLED
2020-12-08,975000,3666,0,0,756,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-10,410000,1676,0,0,600,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1975,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-02,840000,3081,0,0,748,0,1,Forced Air,Frame Siding,Drywall,2,Wood Shake,1993,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-08,510000,2036,0,0,662,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2002,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-10,320000,1586,0,806,0,520,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1912,4,2,,,SEWER/SEPTIC INSTALLED
2020-12-09,275000,748,0,0,264,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1949,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-04,460000,1796,288,0,432,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1956,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,535000,852,280,752,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1906,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-10,330000,912,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1981,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-08,406000,1714,0,0,480,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1977,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,624950,2489,0,0,638,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2020,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-08,389000,1600,0,0,436,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1991,3,2,,,SEWER/SEPTIC INSTALLED
2020-11-20,573730,2019,0,0,518,0,0,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2020,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,600000,3164,0,0,768,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2003,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-03,395000,1548,0,0,361,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,2015,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-09,475000,1920,0,0,440,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,2001,4,2,,,SEWER/SEPTIC INSTALLED
2020-12-07,390000,1958,0,0,432,0,1,Warm and Cool Air Zone,Frame Vinyl,Drywall,1,Composition Shingle,1996,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-09,335000,1014,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1950,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-09,445000,2178,0,0,440,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2003,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-02,462240,1816,0,0,0,0,2,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1965,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-02,462240,480,0,0,0,0,0,Electric Baseboard,Finished Cottage,Drywall,1,Composition Shingle,1965,0,1,,,SEWER/SEPTIC INSTALLED
2020-12-10,932500,1560,0,960,0,0,1,Forced Air,Frame Siding,Drywall,2,Formed Seam Metal,1930,4,4,,View Good,SEWER/SEPTIC INSTALLED
2020-11-16,580000,3281,0,0,530,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2018,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-07,300000,960,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1925,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-02,340000,972,0,0,500,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1990,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-01,360000,960,248,960,0,440,1,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1946,0,1,,,SEWER/SEPTIC INSTALLED
2020-12-09,394800,1696,0,0,576,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1977,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,430000,1944,0,0,480,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2015,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-10,350000,1228,288,0,0,0,1,Heat Pump,Masonry Common Brick,Drywall,1,Composition Shingle,1946,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-06,337000,1190,0,0,506,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1966,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-04,520000,2721,0,0,420,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2006,5,3,,,SEWER/SEPTIC INSTALLED
2020-12-09,620000,1990,0,672,0,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1905,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-03,265000,1496,0,0,0,0,1,Electric Baseboard,Frame Vinyl,Drywall,2,Composition Shingle,1985,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-07,350000,768,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1921,2,1,,,SEWER/SEPTIC INSTALLED
2020-11-25,439000,1846,0,0,590,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-03,180000,1200,0,0,594,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1966,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-09,445000,1599,0,0,522,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2000,3,2,,,SEWER/SEPTIC INSTALLED
2020-11-24,390000,1581,0,0,440,992,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1985,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-07,493950,3062,0,0,438,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-05,410000,1561,0,0,361,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2009,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,464014,1564,0,0,484,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2021,3,2,,,SEWER/SEPTIC AVAIL
2020-12-04,10000,1572,0,0,528,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1980,4,2,,,SEWER/SEPTIC INSTALLED
2020-12-07,345000,1157,0,0,0,0,0,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2005,3,2,,,SEWER/SEPTIC INSTALLED
2020-11-25,280000,2076,0,0,600,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1993,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-09,263000,813,0,0,0,0,1,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1926,2,1,,,SEWER/SEPTIC INSTALLED
2020-11-24,520000,2047,0,0,400,0,0,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2013,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-07,397000,1163,434,682,0,0,1,Forced Air,Masonry Common Brick,Drywall,1,Composition Shingle,1942,4,2,,,SEWER/SEPTIC INSTALLED
2020-12-10,325000,1080,0,0,240,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1950,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-08,289000,1126,0,0,0,560,0,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1910,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-08,756340,3132,0,0,1071,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-08,322400,1280,0,0,456,0,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1990,3,2,,,SEWER/SEPTIC INSTALLED
2020-11-23,355000,1428,0,0,390,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2001,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-04,400000,1938,0,0,0,0,2,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1968,4,2,,,SEWER/SEPTIC INSTALLED
2020-12-07,1050000,3307,0,1666,0,0,3,Heat Pump,Frame Siding,Drywall,2,Concrete Tile,2006,4,4,,,SEWER/SEPTIC INSTALLED
2020-12-01,421000,1945,0,0,501,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2011,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-09,360000,1068,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1957,2,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,380000,1570,0,0,508,0,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1990,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-03,388000,1326,0,0,528,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1978,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-11,549950,1922,0,0,460,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1990,3,2,,,SEWER/SEPTIC INSTALLED
2020-11-25,350000,936,0,0,240,0,1,Electric Baseboard,Masonry Common Brick,Drywall,1,Formed Seam Metal,1949,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-08,680000,2053,435,0,600,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2020,4,2,,,SEWER/SEPTIC INSTALLED
2020-12-10,770000,2083,0,0,400,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2008,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-08,215000,768,0,0,0,0,0,Forced Air,Masonry Concrete Block,Drywall,1,Composition Shingle,1949,2,1,,,SEWER/SEPTIC INSTALLED
2020-11-11,670000,2236,0,1140,664,0,2,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1998,0,4,,View Good +,SEWER/SEPTIC INSTALLED
2020-12-08,445000,2679,0,0,400,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2006,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-09,315698,1500,0,0,0,0,0,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1941,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-10,430000,2124,0,0,420,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2006,3,3,,,SEWER/SEPTIC INSTALLED
2020-11-23,307000,792,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1947,1,1,,,SEWER/SEPTIC INSTALLED
2020-12-09,470000,2259,0,0,416,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2006,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-05,690000,2684,0,640,420,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2015,5,4,,,SEWER/SEPTIC INSTALLED
2020-12-09,457000,2301,0,0,420,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2014,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-04,331950,1620,0,0,384,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,1910,4,2,,,SEWER/SEPTIC INSTALLED
2020-12-10,155000,616,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1920,1,1,,,SEWER/SEPTIC INSTALLED
2020-12-05,350000,1344,0,135,0,0,0,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1917,4,1,,,SEWER/SEPTIC INSTALLED
2020-12-08,400000,1383,0,0,441,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1966,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,555000,1361,384,1036,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1950,2,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,410000,1631,0,0,569,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2003,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-07,623000,1390,0,798,0,240,1,Warm and Cool Air Zone,Frame Vinyl,Drywall,2,Composition Shingle,1922,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-09,505000,1008,440,0,0,576,1,Electric Baseboard,Masonry Common Brick,Drywall,1,Composition Shingle,1902,2,2,,,SEWER/SEPTIC INSTALLED
2020-12-09,505000,399,195,0,0,0,0,Electric Baseboard,Finished Cottage,Drywall,1,Composition Shingle,1902,1,1,,,SEWER/SEPTIC INSTALLED
2020-12-09,420000,2026,0,660,640,0,1,Forced Air,Frame Siding,Drywall,2,Formed Seam Metal,1999,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-04,390000,2070,0,0,450,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2003,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-08,375000,1568,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1958,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-10,322000,1277,0,0,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1979,2,2,,,SEWER/SEPTIC INSTALLED
2020-12-10,272151,1696,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1969,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-10,390200,1926,0,0,528,0,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1960,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-10,136433,396,0,0,0,0,0,Electric Baseboard,Frame Vinyl,Drywall,1,Composition Shingle,1941,1,1,,,SEWER/SEPTIC INSTALLED
2020-12-10,240000,1008,0,0,0,728,0,Floor/Wall Furnace,Frame Siding,Drywall,1,Composition Shingle,1907,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-09,463000,1248,0,728,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1919,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-11,486000,2024,0,0,432,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2000,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-02,472500,2898,0,0,693,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2006,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-14,459995,2692,0,0,400,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,5,3,,,SEWER/SEPTIC INSTALLED
2020-12-11,569950,2902,0,0,688,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-11,465000,1687,0,0,624,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2001,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-09,441700,1216,468,1216,0,0,0,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1913,2,1,,,SEWER/SEPTIC INSTALLED
2020-11-23,200000,792,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1954,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-04,260000,1928,0,0,392,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1980,2,2,,,SEWER/SEPTIC INSTALLED
2020-12-10,475000,2283,0,0,770,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2017,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-13,390000,1334,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1990,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-10,417000,1884,0,0,864,0,3,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1980,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-12,525000,2334,0,0,1361,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1994,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-07,1095000,2091,0,836,0,620,5,Warm and Cool Air Zone,Frame Siding,Drywall,2,Formed Seam Metal,1900,4,4,,,SEWER/SEPTIC INSTALLED
2020-12-09,895000,3391,0,0,886,0,2,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2008,3,3,WF Stream/Creek,,SEWER/SEPTIC INSTALLED
2020-12-07,445000,2372,0,0,478,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1998,5,3,,,SEWER/SEPTIC INSTALLED
2020-12-10,505000,3180,0,0,0,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1964,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-10,387000,1080,0,520,0,0,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1934,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-08,530000,2484,0,0,770,0,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1988,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-11,375000,1612,0,0,768,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1992,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-10,242500,912,0,0,0,240,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1951,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-09,636900,2144,0,0,672,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2020,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-11,555000,3103,0,0,746,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2008,4,3,,,SEWER/SEPTIC INSTALLED
2020-12-04,408000,1002,0,0,273,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1959,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-14,452350,1927,0,0,380,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,2,,,SEWER/SEPTIC INSTALLED
2020-12-02,580000,3089,0,0,662,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2017,4,3,,,SEWER/SEPTIC INSTALLED
2020-11-29,878000,3060,0,0,857,0,2,Heat Pump,Frame Siding,Drywall,1,Concrete Tile,1998,3,3,,View Lim +,SEWER/SEPTIC INSTALLED
2020-12-07,325000,1200,0,0,0,576,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1943,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-11,642000,3602,0,0,720,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2018,5,3,,,SEWER/SEPTIC INSTALLED
2020-12-09,543000,2408,0,0,430,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2013,3,2,,,SEWER/SEPTIC INSTALLED
2020-12-01,675000,2016,0,1164,576,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1993,3,3,,,SEWER/SEPTIC INSTALLED
2020-12-10,385000,1254,0,1062,0,0,1,Forced Air,Frame Siding,Drywall,1,Built Up Rock,1960,2,2,,View Lim +,SEWER/SEPTIC INSTALLED
2020-12-09,410000,1008,432,1008,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1928,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-02,428500,2220,0,0,480,0,2,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1989,4,2,,,SEWER/SEPTIC INSTALLED
2020-12-08,300000,732,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1941,2,1,,,SEWER/SEPTIC INSTALLED
2020-12-10,1385000,4055,0,0,1544,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2007,3,3,,View Avg +,SEWER/SEPTIC INSTALLED
2020-12-12,205000,1008,0,0,288,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1975,3,1,,,SEWER/SEPTIC INSTALLED
2020-12-11,345000,1620,0,0,0,0,1,Forced Air,Frame Siding,Drywall,2,Formed Seam Metal,1994,3,2,,,SEWER/SEPTIC INSTALLED
